Frequency (Hz)	Level (dB)
4984.375000	-55.904922
5000.000000	-55.368385
5015.625000	-54.945564
5031.250000	-54.461414
5046.875000	-54.175041
5062.500000	-53.732594
5078.125000	-52.861958
5093.750000	-51.704552
5109.375000	-50.562008
5125.000000	-50.032978
5140.625000	-49.163383
5156.250000	-48.729477
5171.875000	-48.416756
5187.500000	-48.143589
5203.125000	-48.194218
5218.750000	-48.046741
5234.375000	-47.950260
5250.000000	-48.397388
5265.625000	-48.481518
5281.250000	-48.763248
5296.875000	-48.864372
5312.500000	-48.924908
5328.125000	-49.041798
5343.750000	-49.217403
5359.375000	-49.357231
5375.000000	-49.833546
5390.625000	-50.129696
5406.250000	-50.466991
5421.875000	-51.551010
5437.500000	-52.440174
5453.125000	-52.925198
5468.750000	-54.117523
5484.375000	-54.605511
5500.000000	-55.522762
5515.625000	-55.976982
5531.250000	-56.429771
5546.875000	-57.244949
5562.500000	-57.675579
5578.125000	-57.757339
5593.750000	-57.928665
5609.375000	-58.116493
5625.000000	-58.098206
5640.625000	-58.372761
5656.250000	-58.331470
5671.875000	-58.396950
5687.500000	-58.185520
5703.125000	-57.926529
5718.750000	-57.771866
5734.375000	-57.631992
5750.000000	-57.486179
5765.625000	-57.034550
5781.250000	-56.452835
5796.875000	-55.397354
5812.500000	-54.957676
5828.125000	-54.455704
5843.750000	-53.717724
5859.375000	-52.722527
5875.000000	-52.050755
5890.625000	-52.229454
5906.250000	-51.768456
5921.875000	-51.199200
5937.500000	-51.265030
5953.125000	-51.275894
5968.750000	-51.456715
5984.375000	-51.507595
6000.000000	-51.375252
6015.625000	-51.326130
6031.250000	-51.710587
6046.875000	-51.668869
6062.500000	-51.879967
6078.125000	-52.029976
6093.750000	-51.956810
6109.375000	-52.136692
6125.000000	-52.823624
6140.625000	-53.597794
6156.250000	-53.902367
6171.875000	-54.023220
6187.500000	-54.984997
6203.125000	-55.289707
6218.750000	-56.271935
6234.375000	-56.992977
6250.000000	-57.640896
6265.625000	-58.538303
6281.250000	-59.056499
6296.875000	-59.502270
6312.500000	-60.443684
6328.125000	-60.742287
6343.750000	-60.929058
6359.375000	-61.133587
6375.000000	-61.346840
6390.625000	-61.623268
6406.250000	-61.797081
6421.875000	-61.762413
6437.500000	-61.908714
6453.125000	-61.906975
6468.750000	-61.703072
6484.375000	-61.738159
6500.000000	-61.271416
6515.625000	-60.949860
6531.250000	-60.713581
6546.875000	-60.470020
6562.500000	-59.639465
6578.125000	-59.113449
6593.750000	-58.782681
6609.375000	-58.526909
6625.000000	-58.459026
6640.625000	-58.385990
6656.250000	-58.184532
6671.875000	-58.373531
6687.500000	-58.718037
6703.125000	-59.056892
6718.750000	-59.481529
6734.375000	-59.712662
6750.000000	-59.676140
6765.625000	-59.791698
6781.250000	-60.339680
6796.875000	-60.616188
6812.500000	-61.217781
6828.125000	-61.466976
6843.750000	-62.109787
6859.375000	-62.527084
6875.000000	-63.145164
6890.625000	-63.704624
6906.250000	-63.936550
6921.875000	-64.558609
6937.500000	-65.449059
6953.125000	-66.700859
6968.750000	-67.693466
6984.375000	-68.722450
7000.000000	-69.751572
7015.625000	-70.853302
7031.250000	-71.577744
7046.875000	-72.278824
7062.500000	-73.344429
7078.125000	-74.446617
7093.750000	-75.317406
7109.375000	-76.033829
7125.000000	-76.698700
7140.625000	-77.052650
7156.250000	-77.402405
7171.875000	-78.327415
7187.500000	-78.659340
7203.125000	-78.946968
7218.750000	-79.244850
7234.375000	-79.710648
7250.000000	-79.862640
7265.625000	-79.832802
7281.250000	-80.058235
7296.875000	-79.982117
7312.500000	-80.092346
7328.125000	-79.993317
7343.750000	-80.786720
7359.375000	-81.138138
7375.000000	-81.560173
7390.625000	-82.040794
7406.250000	-82.738914
7421.875000	-83.451210
7437.500000	-84.226486
7453.125000	-85.087715
7468.750000	-85.933907
7484.375000	-86.751381
7500.000000	-87.594597
7515.625000	-88.511444
7531.250000	-89.696609
7546.875000	-90.796448
7562.500000	-92.053406
7578.125000	-92.947105
7593.750000	-93.832642
7609.375000	-95.443542
7625.000000	-97.236771
7640.625000	-98.699425
7656.250000	-100.342392
7671.875000	-102.264153
7687.500000	-104.135834
7703.125000	-106.247566
7718.750000	-108.677834
7734.375000	-111.339066
7750.000000	-114.059341
7765.625000	-117.319229
7781.250000	-120.806885
7796.875000	-124.509270
7812.500000	-128.546234
7828.125000	-133.071365
7843.750000	-138.034866
7859.375000	-143.502289
7875.000000	-149.186890
7890.625000	-155.532700
7906.250000	-161.565567
7921.875000	-165.491974
7937.500000	-166.917328
7953.125000	-167.171417
7968.750000	-167.320374
7984.375000	-167.401627
